gt,pred,rouge1,rouge2,rougeL,bleu,meteor,wer
ah i said to the little prince these memories of yours are very charming but i have not yet succeeded in repairing my plane i have nothing more to drink and i too should be very happy if i could walk at my leisure toward a spring of fresh water my friend the fox the little prince said to me,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its miles of oh it asked,0.25,0.01694915254237288,0.16666666666666666,7.784451369270533e-232,0.15,0.9833333333333333
my dear little man this is no longer a matter that has anything to do with the fox why not because i am about to die of thirst he did not follow my reasoning and he answered me it is a good thing to have had a friend even if one is about to die,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its,0.2545454545454545,0.0,0.10909090909090909,6.689869579535845e-232,0.14545454545454545,0.9636363636363636
i for instance am very glad to have had a fox as a friend he has no way of guessing the danger i said to myself,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.19230769230769232,0.04,0.19230769230769232,8.06798322521923e-232,0.11538461538461539,1.0
he has never been either hungry or thirsty,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
a little sunshine is all he needs but he looked at me steadily and replied to my thought i am thirsty too,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.22727272727272727,0.047619047619047616,0.13636363636363635,8.412065649527267e-232,0.1690909090909091,0.9545454545454546
let us look for a well i made a gesture of weariness,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
it is absurd to look for a well at random in the immensity of the desert,extraordinary i to said your no goodbye in so i said all i is now which,0.1875,0.0,0.125,1.0832677820940877e-231,0.09375,1.0
but nevertheless we started walking,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
when we had trudged along for several hours in silence the darkness fell and the stars began to come out,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.10000000000000002,0.0,0.05000000000000001,8.614911585158347e-232,0.05000000000000001,1.0
thirst had made me a little feverish and i looked at them as if i were in a dream,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.10526315789473684,8.726094729337945e-232,0.07894736842105263,1.0
the little princes last words came reeling back into my memory then you are thirsty too i demanded,extraordinary i to said your no goodbye in so i said all i is now which said man,0.05555555555555555,0.0,0.05555555555555555,8.844844403089352e-232,0.05555555555555555,1.0
but he did not reply to my question,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,1.0
he merely said to me water may also be good for the heart i did not understand this answer but i said nothing,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.21739130434782608,0.045454545454545456,0.17391304347826086,8.319100378795605e-232,0.13043478260869565,0.9130434782608695
i knew very well that it was impossible to crossexamine him,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.18181818181818182,1.1896457329133973e-231,0.09090909090909091,1.0
he was tired,extraordinary i to,0.0,0.0,0.0,1.384292958842266e-231,0.0,1.0
he sat down,extraordinary i to,0.0,0.0,0.0,0.0,0.0,1.0
i sat down beside him,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,1.0
and after a little silence he spoke again the stars are beautiful because of a flower that cannot be seen i replied yes that is so and without saying anything more i looked across the ridges of sand that were stretched out before us in the moonlight,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the,0.2553191489361702,0.0,0.14893617021276595,6.957990942521506e-232,0.13829787234042554,0.9787234042553191
the desert is beautiful the little prince added,extraordinary i to said your no goodbye in,0.0,0.0,0.0,9.55980462367717e-232,0.0,1.0
and that was true,extraordinary i to said,0.0,0.0,0.0,0.0,0.0,1.0
i have always loved the desert,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,1.1640469867513693e-231,0.08333333333333333,1.0
one sits down on a desert sand dune sees nothing hears nothing,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.041666666666666664,1.0
yet through the silence something throbs and gleams what makes the desert beautiful said the little prince is that somewhere it hides a well i was astonished by a sudden understanding of that mysterious radiation of the sands,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you,0.13157894736842105,0.0,0.10526315789473684,8.726094729337945e-232,0.06578947368421052,1.0
when i was a little boy i lived in an old house and legend told us that a treasure was buried there,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.13636363636363635,0.0,0.09090909090909091,8.412065649527267e-232,0.09090909090909091,0.9545454545454546
to be sure no one had ever known how to find it perhaps no one had ever even looked for it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.09523809523809523,0.0,0.09523809523809523,8.510469113101058e-232,0.11904761904761904,1.0
but it cast an enchantment over that house,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
my home was hiding a secret in the depths of its heart yes i said to the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.21052631578947367,0.05555555555555555,0.15789473684210525,1.0377133938315695e-231,0.10526315789473684,1.0
the house the stars the desert  what gives them their beauty is something that is invisible i am glad he said that you agree with my fox as the little prince dropped off to sleep i took him in my arms and set out walking once more,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the,0.2553191489361702,0.0,0.10638297872340424,9.157231061812019e-232,0.13829787234042554,0.9787234042553191
i felt deeply moved and stirred,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,1.1640469867513693e-231,0.08333333333333333,1.0
it seemed to me that i was carrying a very fragile treasure,extraordinary i to said your no goodbye in so i said all,0.16666666666666666,0.0,0.16666666666666666,9.788429383461836e-232,0.08333333333333333,0.9166666666666666
it seemed to me even that there was nothing more fragile on all earth,extraordinary i to said your no goodbye in so i said all i is,0.14285714285714285,0.0,0.14285714285714285,9.418382295637229e-232,0.07142857142857142,0.9285714285714286
in the moonlight i looked at his pale forehead his closed eyes his locks of hair that trembled in the wind and i said to myself what i see here is nothing but a shell,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked,0.22857142857142856,0.029411764705882353,0.17142857142857143,7.490163752058132e-232,0.11428571428571428,1.0
what is most important is invisible as his lips opened slightly with the suspicious of a halfsmile i said to myself again what moves me so deeply about this little prince who is sleeping here is his loyalty to a flower  the image of a rose that shines through his whole being like the flame of a lamp even when he is asleep and i felt him to be more fragile still,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its miles of oh it asked softly small he where unfortunately believe after i and not is geographer,0.2361111111111111,0.014084507042253521,0.1388888888888889,8.231055179516831e-232,0.13194444444444445,1.0
i felt the need of protecting him as if he himself were a flame that might be extinguished by a little puff of wind and as i walked on so i found the well at daybreak,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out,0.16666666666666666,0.02857142857142857,0.1111111111111111,8.844844403089352e-232,0.1111111111111111,0.9722222222222222
men said the little prince set out on their way in express trains but they do not know what they are looking for,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.08695652173913043,0.0,0.08695652173913043,8.319100378795605e-232,0.06521739130434782,1.0
then they rush about and get excited and turn round and round and he added it is not worth the trouble the well that we had come to was not like the wells of the sahara,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out,0.1388888888888889,0.0,0.05555555555555555,7.437597952034396e-232,0.08333333333333333,1.0
the wells of the sahara are mere holes dug in the sand,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,1.0
this one was like a well in a village,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.1111111111111111,1.0
but there was no village here and i thought i must be dreaming it is strange i said to the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.36363636363636365,0.09523809523809523,0.22727272727272727,8.412065649527267e-232,0.18181818181818182,0.9090909090909091
everything is ready for use the pulley the bucket the rope he laughed touched the rope and set the pulley to working,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.09090909090909091,0.0,0.045454545454545456,8.412065649527267e-232,0.06818181818181818,1.0
and the pulley moaned like an old weathervane which the wind has long since forgotten,extraordinary i to said your no goodbye in so i said all i is now,0.0,0.0,0.0,9.257324954728539e-232,0.0,1.0
do you hear said the little prince,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,0.8571428571428571
we have wakened the well and it is singing i did not want him to tire himself with the rope,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.15,0.0,0.10000000000000002,1.0244914152188952e-231,0.075,0.95
leave it to me i said,extraordinary i to said your no,0.5,0.0,0.3333333333333333,1.1640469867513693e-231,0.25,0.8333333333333334
it is too heavy for you i hoisted the bucket slowly to the edge of the well and set it there happy tired as i was over my achievement,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.20689655172413793,0.0,0.10344827586206896,7.850707993042515e-232,0.1206896551724138,1.0
the song of the pulley was still in my ears and i could see the sunlight shimmer in the still trembling water,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.09090909090909091,0.0,0.09090909090909091,8.412065649527267e-232,0.045454545454545456,0.9545454545454546
i am thirsty for this water said the little prince,extraordinary i to said your no goodbye in so i,0.20000000000000004,0.0,0.20000000000000004,1.0244914152188952e-231,0.10000000000000002,1.0
give me some of it to drink and i understood what he had been looking for,extraordinary i to said your no goodbye in so i said all i is now which,0.125,0.0,0.125,9.109159947227211e-232,0.0625,1.0
i raised the bucket to his lips,extraordinary i to said your no goodbye,0.2857142857142857,0.0,0.2857142857142857,1.1200407237786664e-231,0.14285714285714285,1.0
he drank his eyes closed,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
it was as sweet as some special festival treat,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
this water was indeed a different thing from ordinary nourishment,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
its sweetness was born of the walk under the stars the song of the pulley the effort of my arms,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.0,0.0,0.0,8.614911585158347e-232,0.0,1.0
it was good for the heart like a present,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
when i was a little boy the lights of the christmas tree the music of the midnight mass the tenderness of smiling faces used to make up so the radiance of the gifts i received,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked,0.14285714285714285,0.0,0.11428571428571428,8.90735602648238e-232,0.07142857142857142,0.9714285714285714
the men where you live said the little prince raise five thousand roses in the same garden and they do not find in it what they are looking for they do not find it i replied,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out,0.1388888888888889,0.0,0.08333333333333333,7.437597952034396e-232,0.08333333333333333,0.9722222222222222
and yet what they are looking for could be found in one single rose or in a little water yes that is true i said,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.16,0.041666666666666664,0.12,8.147480343967206e-232,0.10000000000000002,1.0
and the little prince added but the eyes are blind,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
one must look with the heart i had drunk the water,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.09090909090909091,1.0
i breathed easily,extraordinary i to,0.3333333333333333,0.0,0.3333333333333333,1.384292958842266e-231,0.16666666666666666,1.0
at sunrise the sand is the colour of honey,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
and that honey colour was making me happy too,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
what brought me then this sense of grief,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
you must keep your promise said the little prince softly as he sat down beside me once more,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.1111111111111111,8.844844403089352e-232,0.05555555555555555,1.0
what promise you know a muzzle for my sheep,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
i am responsible for this flower i took my rough drafts of drawings out of my pocket,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.11764705882352941,8.972141065609098e-232,0.058823529411764705,1.0
the little prince looked them over and laughed as he said your baobabs they look a little like cabbages oh i had been so proud of my baobabs,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the,0.17857142857142858,0.037037037037037035,0.10714285714285714,7.919883909890055e-232,0.08928571428571429,0.9642857142857143
your fox his ears look a little like horns and they are too long and he laughed again,extraordinary i to said your no goodbye in so i said all i is now which said man,0.05555555555555555,0.0,0.05555555555555555,8.844844403089352e-232,0.027777777777777776,1.0
you are not fair little prince i said,extraordinary i to said your no goodbye in,0.25,0.0,0.25,1.0832677820940877e-231,0.125,1.0
i dont know how to draw anything except boa constrictors from the outside and boa constrictors from the inside oh that will be all right he said children understand so then i made a pencil sketch of a muzzle,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions,0.23076923076923078,0.02631578947368421,0.1282051282051282,8.669612184277444e-232,0.16294871794871793,1.0
and as i gave it to him my heart was torn,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.18181818181818182,1.0003688322288243e-231,0.09090909090909091,1.0
you have plans that i do not know about i said,extraordinary i to said your no goodbye in so i said,0.2727272727272727,0.10000000000000002,0.2727272727272727,1.0003688322288243e-231,0.23232323232323232,0.8181818181818182
but he did not answer me,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
he said to me instead you know my descent to the earth,extraordinary i to said your no goodbye in so i said all,0.16666666666666666,0.0,0.08333333333333333,9.788429383461836e-232,0.08333333333333333,0.9166666666666666
tomorrow will be its anniversary then after a silence he went on i came down very near here and he flushed,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.047619047619047616,0.0,0.047619047619047616,8.510469113101058e-232,0.07142857142857142,0.9523809523809523
and once again without understanding why i had a queer sense of sorrow,extraordinary i to said your no goodbye in so i said all i,0.07692307692307693,0.0,0.07692307692307693,9.594503055152632e-232,0.038461538461538464,1.0
one question however occurred to me then it was not by chance that on the morning when i first met you  a week ago  you were strolling along like that all alone a thousand miles from any inhabited region,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions,0.23076923076923078,0.0,0.10256410256410256,8.669612184277444e-232,0.1282051282051282,1.0
you were on the your way back to the place where you landed the little prince flushed again,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.05555555555555555,8.844844403089352e-232,0.05555555555555555,0.9444444444444444
and i added with some hesitancy perhaps it was because of the anniversary the little prince flushed once more,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.05263157894736842,0.0,0.05263157894736842,8.726094729337945e-232,0.02631578947368421,0.9473684210526315
he never answered questions but when one flushes does that not mean yes,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,9.594503055152632e-232,0.038461538461538464,1.0
ah i said to him i am a little frightened but he interrupted me,extraordinary i to said your no goodbye in so i said all i is,0.2857142857142857,0.07692307692307693,0.21428571428571427,9.418382295637229e-232,0.22544642857142855,0.9285714285714286
now you must work,extraordinary i to said,0.0,0.0,0.0,0.0,0.0,1.0
you must return to your engine,extraordinary i to said your no,0.3333333333333333,0.0,0.3333333333333333,1.1640469867513693e-231,0.16666666666666666,0.8333333333333334
i will be waiting for you here,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
come back tomorrow evening but i was not reassured,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
i remembered the fox,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
one runs the risk of weeping a little if one lets himself be tamed beside the well there was the ruin of an old stone wall,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.0,0.0,0.0,8.06798322521923e-232,0.057692307692307696,1.0
when i came back from my work the next evening i saw from some distance away my little prince sitting on top of a wall with his feet dangling,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.1724137931034483,0.0,0.10344827586206896,9.336117803135294e-232,0.08620689655172414,0.9655172413793104
and i heard him say then you dont remember,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.16666666666666666,0.8888888888888888
this is not the exact spot another voice must have answered him for he replied to it yes yes,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.10526315789473684,0.0,0.05263157894736842,8.726094729337945e-232,0.05263157894736842,1.0
it is the right day but this is not the place i continued my walk toward the wall,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.05555555555555555,8.844844403089352e-232,0.05555555555555555,1.0
at no time did i see or hear anyone,extraordinary i to said your no goodbye in so,0.2222222222222222,0.0,0.1111111111111111,1.0518351895246305e-231,0.1111111111111111,1.0
the little prince however replied once again exactly,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
you will see where my track begins in the sand,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,0.9
you have nothing to do but wait for me there,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,1.0
i shall be there tonight i was only twenty metres from the wall and i still saw nothing,extraordinary i to said your no goodbye in so i said all i is now which said man,0.16666666666666666,0.0,0.16666666666666666,8.844844403089352e-232,0.1111111111111111,1.0
after a silence the little prince spoke again you have good poison,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.0,1.0
you are sure that it will not make me suffer too long i stopped in my tracks my heart torn asunder but still i did not understand,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from,0.14814814814814814,0.0,0.1111111111111111,7.992219124248642e-232,0.07407407407407407,0.9629629629629629
now go away said the little prince,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,0.8571428571428571
i want to get down from the wall i dropped my eyes then to the foot of the wall and i leaped into the air,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.16,0.0,0.16,8.147480343967206e-232,0.10000000000000002,0.96
there before me facing the little prince was one of those yellow snakes that take just thirty seconds to bring your life to an end,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.12,0.0,0.08,8.147480343967206e-232,0.08,1.0
even as i was digging into my pocked to get out my revolver i made a running step back,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.15789473684210525,1.0377133938315695e-231,0.07894736842105263,0.9473684210526315
but at the noise i made the snake let himself flow easily across the sand like the dying spray of a fountain and in no apparent hurry disappeared with a light metallic sound among the stones,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out,0.1388888888888889,0.0,0.08333333333333333,7.437597952034396e-232,0.06944444444444445,1.0
i reached the wall just in time to catch my little man in my arms his face was white as snow,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.19047619047619047,0.0,0.14285714285714285,8.510469113101058e-232,0.09523809523809523,1.0
what does this mean i demanded,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,1.1640469867513693e-231,0.08333333333333333,1.0
why are you talking with snakes i had loosened the golden muffler that he always wore,extraordinary i to said your no goodbye in so i said all i is now which,0.0625,0.0,0.0625,9.109159947227211e-232,0.03125,1.0
i had moistened his temples and had given him some water to drink,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.15384615384615385,9.594503055152632e-232,0.07692307692307693,1.0
and now i did not dare ask him any more questions,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,1.0
he looked at me very gravely and put his arms around my neck,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,9.594503055152632e-232,0.0,1.0
i felt his heart beating like the heart of a dying bird shot with someones rifle i am glad that you have found what was the matter with your engine he said,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny,0.15625,0.0,0.09375,7.659859945595747e-232,0.078125,1.0
now you can go back home how do you know about that i was just coming to tell him that my work had been successful beyond anything that i had dared to hope,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much,0.12121212121212122,0.0,0.09090909090909091,7.601159375410181e-232,0.10606060606060608,0.9696969696969697
he made no answer to my question but he added i too am going back home today then sadly it is much farther it is much more difficult i realised clearly that something extraordinary was happening,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out,0.25,0.0,0.1388888888888889,8.844844403089352e-232,0.1527777777777778,0.9722222222222222
i was holding him close in my arms as if he were a little child and yet it seemed to me that he was rushing headlong toward an abyss from which i could do nothing to restrain him his look was very serious like some one lost far away,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep,0.22448979591836735,0.0,0.12244897959183673,6.885877678021066e-232,0.1326530612244898,0.9795918367346939
i have your sheep,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
and i have the sheeps box,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,1.1640469867513693e-231,0.08333333333333333,0.8333333333333334
and i have the muzzle and he gave me a sad smile,extraordinary i to said your no goodbye in so i said all,0.08333333333333333,0.0,0.08333333333333333,9.788429383461836e-232,0.041666666666666664,0.9166666666666666
i waited a long time,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,1.0
i could see that he was reviving little by little,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.2183324802375697e-231,0.05000000000000001,1.0
dear little man i said to him you are afraid he was afraid there was no doubt about that,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.2631578947368421,0.05555555555555555,0.15789473684210525,8.726094729337945e-232,0.13157894736842105,1.0
but he laughed lightly,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
i shall be much more afraid this evening once again i felt myself frozen by the sense of something irreparable,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.10000000000000002,0.0,0.10000000000000002,8.614911585158347e-232,0.075,1.0
and i knew that i could not bear the thought of never hearing that laughter any more,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.11764705882352941,8.972141065609098e-232,0.058823529411764705,0.9411764705882353
for me it was like a spring of fresh water in the desert,extraordinary i to said your no goodbye in so i said all i,0.07692307692307693,0.0,0.07692307692307693,9.594503055152632e-232,0.038461538461538464,1.0
little man i said i want to hear you laugh again but he said to me tonight it will be a year my star then can be found right above the place where i came to the earth a year ago little man i said tell me that it is only a bad dream this affair of the snake and the meeting place and the star but he did not answer my plea,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its miles of oh it asked softly small he where unfortunately believe after i and not is geographer sweetly,0.36986301369863017,0.013888888888888888,0.17808219178082194,6.232719878487911e-232,0.19863013698630133,0.958904109589041
he said to me instead the thing that is important is the thing that is not seen yes i know it is just as it is with the flower,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.20689655172413793,0.0,0.1724137931034483,7.850707993042515e-232,0.10344827586206896,0.896551724137931
if you love a flower that lives on a star it is sweet to look at the sky at night,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.10000000000000002,0.0,0.05000000000000001,8.614911585158347e-232,0.05000000000000001,1.0
all the stars are abloom with flowers yes i know it is just as it is with the water,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.15789473684210525,8.726094729337945e-232,0.07894736842105263,1.0
because of the pulley and the rope what you gave me to drink was like music,extraordinary i to said your no goodbye in so i said all i is now which,0.0625,0.0,0.0625,9.109159947227211e-232,0.03125,1.0
you remember how good it was yes i know and at night you will look up at the stars,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.05263157894736842,0.0,0.05263157894736842,8.726094729337945e-232,0.02631578947368421,1.0
where i live everything is so small that i cannot show you where my star is to be found,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.2631578947368421,0.0,0.21052631578947367,8.726094729337945e-232,0.13157894736842105,0.9473684210526315
it is better like that,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
my star will just be one of the stars for you,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.0003688322288243e-231,0.045454545454545456,1.0
and so you will love to watch all the stars in the heavens they will all be your friends,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.2631578947368421,0.0,0.15789473684210525,8.726094729337945e-232,0.15789473684210525,1.0
and besides i am going to make you a present he laughed again,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.15384615384615385,9.594503055152632e-232,0.07692307692307693,1.0
ah little prince dear little prince,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
i love to hear that laughter that is my present,extraordinary i to said your no goodbye in so i,0.20000000000000004,0.0,0.20000000000000004,1.0244914152188952e-231,0.10000000000000002,0.9
just that,extraordinary i,0.0,0.0,0.0,0.0,0.0,1.0
it will be as it was when we drank the water what are you trying to say all men have the stars he answered but they are not the same things for different people,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop,0.11764705882352941,0.0,0.08823529411764706,7.544641259221007e-232,0.08823529411764706,1.0
for some who are travellers the stars are guides,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,9.412234823955334e-232,0.0,1.0
for others they are no more than little lights in the sky,extraordinary i to said your no goodbye in so i said all,0.16666666666666666,0.0,0.16666666666666666,9.788429383461836e-232,0.08333333333333333,1.0
for others who are scholars they are problems,extraordinary i to said your no goodbye in,0.0,0.0,0.0,0.0,0.0,1.0
for my businessman they were wealth,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
but all these stars are silent,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
you you alone will have the stars as no one else has them what are you trying to say in one of the stars i shall be living,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the,0.17857142857142858,0.0,0.10714285714285714,9.418382295637229e-232,0.16071428571428573,1.0
in one of them i shall be laughing,extraordinary i to said your no goodbye in,0.25,0.0,0.125,1.0832677820940877e-231,0.125,1.0
and so it will be as if all the stars were laughing when you look at the sky at night you only you will have stars that can laugh and he laughed again,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much,0.12121212121212122,0.0,0.09090909090909091,7.601159375410181e-232,0.07575757575757576,1.0
